Ex_row,Sample#,Reference,Volcanic Zone,Volcanic Zone specific,Volcanic System,Volcanic Sys,Location/Volcano/phase,Eruption,Systems,Comparison,Age yrs BP (Ref 1950),age error,Eruption type,Latitiude,Longitude,Type,Type Simplified,TS,Composition,SiO2,TiO2,Al2O3,Cr2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,SrO,BaO,H2O,sum,Pressure_min,Probability
ExRow_3424,282A__grain_15,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,50.075,2.042,13.333,0,13.393,0,0.223,6.364,11.213,2.39,0.235,0.186,0,0,0,99.454,0.946564381,0.752206703
ExRow_3425,282A__grain_15,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.627,2.065,13.348,0,13.366,0,0.234,6.463,11.516,2.37,0.203,0.142,0,0,0,99.334,0.958731255,0.763754551
ExRow_3432,282B__grain_3,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.698,1.891,13.598,0,13.079,0,0.225,6.408,11.543,2.384,0.239,0.203,0,0,0,99.268,0.939489985,0.546806299
ExRow_3433,282B__grain_3,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.879,1.981,13.497,0,13.103,0,0.228,6.46,11.43,2.39,0.244,0.174,0,0,0,99.386,0.98712398,0.703987983
ExRow_3434,282B__grain_3A,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.786,1.852,13.387,0,13.538,0,0.247,6.39,11.346,2.355,0.227,0.156,0,0,0,99.284,1.20281063,0.7395004
ExRow_3435,282B__grain_3A,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.794,1.909,13.538,0,13.373,0,0.266,6.466,11.355,2.387,0.246,0.189,0,0,0,99.523,1.453971714,0.739288008
ExRow_3437,282B__grain_5,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.728,1.995,13.368,0,13.682,0,0.271,6.348,11.442,2.28,0.211,0.146,0,0,0,99.471,1.038975357,0.600207306
ExRow_3438,282B__grain_5,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.937,2.032,13.329,0,13.784,0,0.184,6.332,11.333,2.263,0.235,0.193,0,0,0,99.622,1.030535374,0.658619465
ExRow_3439,282B__grain_5,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.903,1.854,13.082,0,13.485,0,0.277,6.275,11.144,2.293,0.232,0.191,0,0,0,98.736,0.743249012,0.78346199
ExRow_3443,282B__grain_7,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.712,1.766,13.535,0,13.268,0,0.213,6.403,11.48,2.402,0.201,0.149,0,0,0,99.129,1.101807604,0.611431974
ExRow_3445,282B__grain_7,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.759,1.89,13.632,0,13.315,0,0.197,6.476,11.583,2.44,0.235,0.164,0,0,0,99.691,1.207173202,0.690407882
ExRow_3446,282B__grain_8,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.463,2.05,12.711,0,14.527,0,0.294,6.999,11.46,2.13,0.221,0.216,0,0,0,100.071,2.235966826,0.534511285
ExRow_3447,282B__grain_8,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.499,1.848,14.925,0,13.286,0,0.216,5.317,10.946,2.841,0.323,0.166,0,0,0,99.367,0.495996955,9.11E-05
ExRow_3448,282B__grain_8,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.777,1.964,14.024,0,12.614,0,0.229,6.39,11.451,2.411,0.228,0.235,0,0,0,99.323,1.244060577,0.212711872
ExRow_3450,282B__grain_14,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.628,1.766,13.451,0,12.863,0,0.205,6.565,11.564,2.329,0.206,0.218,0,0,0,98.795,1.031213511,0.744389735
ExRow_3453,282B__grain_15,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.505,1.787,13.484,0,13.112,0,0.205,6.523,11.216,2.337,0.234,0.203,0,0,0,98.606,1.732161875,0.795527649
ExRow_3455,282B__grain_10,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.518,1.95,13.402,0,13.342,0,0.203,6.369,11.188,2.411,0.219,0.159,0,0,0,98.761,1.36424217,0.727117691
ExRow_3456,282B__grain_10,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.656,1.997,13.432,0,13.222,0,0.241,6.291,11.341,2.478,0.265,0.194,0,0,0,99.117,0.788217766,0.669390985
ExRow_3457,282B__grain_10,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.643,1.902,13.387,0,13.265,0,0.192,6.342,11.202,2.415,0.264,0.205,0,0,0,98.817,1.129772507,0.756693735
ExRow_3460,282B__grain_12,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,49.846,1.901,13.504,0,13.521,0,0.176,6.381,11.164,2.343,0.252,0.166,0,0,0,99.254,1.534378399,0.691410084
ExRow_3483,Hv7-P10,Thordarson__unpublished_data_1990_(Hawaii),EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur/Bardarbunga?,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,0,whole-rock,2,0,49.605,1.869,14.004,0,12.729,0,0.227,6.765,11.223,2.427,0.228,0.172,0,0,0,99.249,2.708955448,0.726601023
ExRow_3484,Hv7-P11,Thordarson__unpublished_data_1990_(Hawaii),EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur/Bardarbunga?,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,0,whole-rock,2,0,49.745,2.007,13.837,0,13.133,0,0.216,6.487,10.872,2.608,0.272,0.431,0,0,0,99.608,2.492162017,0.776953999
ExRow_3485,Hv7-P12,Thordarson__unpublished_data_1990_(Hawaii),EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur/Bardarbunga?,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,0,whole-rock,2,0,49.88,2.06,13.672,0,12.883,0,0.248,6.356,10.775,2.518,0.282,0.241,0,0,0,98.915,1.807443802,0.64520768
ExRow_3488,Hv7-P2,Thordarson__unpublished_data_1990_(Hawaii),EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur/Bardarbunga?,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,0,whole-rock,2,0,50.613,1.825,14.031,0,12.718,0,0.242,6.653,11.109,2.566,0.312,0.362,0,0,0,100.431,2.096831206,0.775953895
ExRow_3495,Hv7-P9,Thordarson__unpublished_data_1990_(Hawaii),EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur/Bardarbunga?,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,0,whole-rock,2,0,49.904,1.884,14.045,0,12.293,0,0.215,6.725,11.218,2.553,0.245,0.293,0,0,0,99.375,2.193361686,0.694770114
ExRow_3496,L-LNL-26,Larsen_et_al.__1999,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,basalt,whole-rock,2,0,50.05,2.01,13.64,0,12.81,0,0.19,6.49,11.09,2.46,0.29,0,0,0,0,99.03,1.39779041,0.764646179
ExRow_3498,L-LNL-28,Larsen_et_al.__1999,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,basalt,whole-rock,2,0,49.11,1.81,13.77,0,12.39,0,0.24,6.57,11.47,2.39,0.19,0,0,0,0,97.94,1.544379433,0.508521547
ExRow_3499,L-LNL-29,Larsen_et_al.__1999,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,basalt,whole-rock,2,0,49.32,1.8,13.85,0,12.41,0,0.24,6.72,11.57,2.23,0.22,0,0,0,0,98.36,1.799771992,0.533798705
ExRow_3503,285__grain_1,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,48.84,2.098,12.978,0,14.302,0,0.241,5.976,11.519,2.497,0.251,0.193,0,0,0,98.895,0.255056985,0.748571241
ExRow_3505,285__grain_3,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.98,1.863,14.082,0,13.084,0,0.215,6.074,11.415,2.584,0.209,0.153,0,0,0,99.659,0.739621265,0.093505802
ExRow_3506,285__grain_3,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.617,2.006,13.678,0,12.915,0,0.217,6.276,11.857,2.493,0.227,0.202,0,0,0,99.488,0.096595341,0.328600594
ExRow_3510,285__grain_6,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.9,2.099,12.138,0,14.157,0,0.212,6.532,11.511,2.316,0.234,0.183,0,0,0,99.282,-0.363967936,0.532702758
ExRow_3513,285__grain_7,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.207,1.996,13.506,0,14.217,0,0.199,5.846,11.37,2.575,0.21,0.171,0,0,0,99.297,0.616794641,0.24327283
ExRow_3516,285__grain_9,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.761,2.1,13.172,0,13.835,0,0.255,5.886,11.413,2.507,0.272,0.195,0,0,0,99.396,-0.390020034,0.428278482
ExRow_3521,285__grain_11,Thordarson_et_al.__1998_,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Veidivotn,0,Veidivotn,Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,49.183,2.174,12.563,0,14.332,0,0.274,6.374,11.378,2.538,0.271,0.217,0,0,0,99.304,0.613509832,0.76194826
ExRow_3526,Th-4-A3__grm,Thordarson__unpublished_data,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Brandur,0,Brandur,Bardarbunga-Veidivotn,0,0,0,0,0,basalt,whole-rock,2,0,50.44,1.85,13.64,0,13.21,0,0.21,6.21,11.29,2.47,0.24,0.21,0,0,0,99.77,0.603959179,0.392164725
ExRow_3528,Th-4-A3__grm,Thordarson__unpublished_data,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Brandur,0,Brandur,Bardarbunga-Veidivotn,0,0,0,0,0,basalt,whole-rock,2,0,50.57,1.82,13.7,0,13.22,0,0.24,6.45,11.34,2.23,0.28,0.19,0,0,0,100.04,1.20476732,0.499547326
ExRow_3529,Th-4-A3__grm,Thordarson__unpublished_data,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Brandur,0,Brandur,Bardarbunga-Veidivotn,0,0,0,0,0,basalt,whole-rock,2,0,50.6,1.82,13.55,0,13.13,0,0.24,6.36,11.46,2.38,0.32,0.16,0,0,0,100.02,0.446433793,0.646158113
ExRow_3530,Th-4-A3__grm,Thordarson__unpublished_data,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Brandur,0,Brandur,Bardarbunga-Veidivotn,0,0,0,0,0,basalt,whole-rock,2,0,50.26,1.77,13.71,0,13.28,0,0.26,6.53,11.42,2.28,0.28,0.29,0,0,0,100.08,1.5166613,0.632719284
ExRow_3532,Th-B__grm,Thordarson__unpublished_data,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Brandur,0,Brandur,Bardarbunga-Veidivotn,0,0,0,0,0,basalt,whole-rock,2,0,50.02,1.85,13.66,0,12.61,0,0.21,6.44,11.18,2.21,0.26,0.18,0,0,0,98.62,1.226831164,0.415902921
ExRow_3535,Not_reported_33,Larsen__1982,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Vatnaoldur,0,Vatnaoldur,Vatnaoldur,0,0,0,0,0,tholeiite,whole-rock,2,0,50.42,2.02,13.34,0,13.1,0,0.28,6.35,11.38,2.46,0.23,0.19,0,0,0,99.77,0.308910576,0.704319638
ExRow_3537,Not_reported_35,Larsen__1982,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,tholeiite,whole-rock,2,0,50.39,1.78,14.05,0,12.15,0,0.24,6.61,12.01,2.36,0.2,0.17,0,0,0,99.96,0.406875659,0.250891689
ExRow_3542,Hrau19,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,49.16,1.42,14.51,0,10.73,0,0.21,7.76,12.86,1.97,0.14,0.13,0,0,0,98.89,2.493028349,0.674084399
ExRow_3543,Sau42,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,49.11,1.52,14.71,0,10.69,0,0.2,7.83,12.7,2,0.14,0.15,0,0,0,99.05,3.179652711,0.656271384
ExRow_3544,Kiçr30,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,49.7,1.54,14.31,0,11.23,0,0.18,7.25,12.18,2.18,0.2,0.13,0,0,0,98.9,1.901525575,0.572023552
ExRow_3545,Hrau5,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,49.19,1.64,13.96,0,11.59,0,0.23,7.14,12.08,2.14,0.19,0.11,0,0,0,98.27,1.801153951,0.688593298
ExRow_3546,Sau54,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,48.94,1.77,14.31,0,11.42,0,0.21,7.26,11.92,2.26,0.2,0.17,0,0,0,98.46,2.8305106,0.694936458
ExRow_3547,Sau67,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,50.21,1.78,14.17,0,11.81,0,0.25,7.14,11.93,2.21,0.2,0.17,0,0,0,99.87,1.904894654,0.622212759
ExRow_3548,S32,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,49.44,1.89,14.09,0,12.39,0,0.22,6.32,10.89,2.42,0.31,0.18,0,0,0,98.15,2.028775761,0.24266349
ExRow_3549,Sau110,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,50.01,1.94,13.94,0,12.63,0,0.22,6.35,11.15,2.37,0.24,0.2,0,0,0,99.05,1.394818715,0.237195122
ExRow_3550,S3-29,Oladottir_2010,EVZ,EVZ-I,Bardarbunga-Veidivotn,Bardarbunga-Veidivotn,Bardarbunga,0,Bardarbunga,Bardarbunga-Veidivotn,0,0,0,0,0,Basalt,whole-rock,2,0,50.55,2.09,13.83,0,12.89,0,0.22,5.91,10.38,2.56,0.33,0.22,0,0,0,98.98,1.150497278,0.180141716
ExRow_3551,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,50.201,2.054,13.6,0,13.36,0,0.213,6.372,11.129,2.057,0.232,0.194,0,0,0,99.411,1.467038407,0.309287139
ExRow_3552,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,50.088,2,13.521,0,12.985,0,0.219,6.353,11.293,2.375,0.275,0.206,0,0,0,99.315,0.767184157,0.573484879
ExRow_3553,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.927,2.036,13.515,0,13.456,0,0.216,6.494,11.229,2.413,0.22,0.169,0,0,0,99.674,1.615026521,0.79154114
ExRow_3555,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,50.874,2.05,13.341,0,13.232,0,0.234,6.311,11.311,2.465,0.225,0.164,0,0,0,100.208,0.172398084,0.683689202
ExRow_3557,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.85,2.051,13.743,0,13.608,0,0.235,6.54,11.307,2.374,0.242,0.14,0,0,0,100.09,2.078266563,0.701217116
ExRow_3558,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.84,2.025,13.874,0,13.266,0,0.241,6.266,11.378,2.557,0.247,0.154,0,0,0,99.848,1.200790649,0.365373623
ExRow_3560,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.25,1.989,13.378,0,13.274,0,0.25,6.414,11.27,2.333,0.237,0.143,0,0,0,98.538,1.416559015,0.732187428
ExRow_3561,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.633,2.017,13.565,0,13.414,0,0.218,6.419,11.224,2.39,0.277,0.184,0,0,0,99.342,1.620536904,0.72502538
ExRow_3562,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,50.41,1.97,13.507,0,13.328,0,0.205,6.424,11.323,1.986,0.257,0.15,0,0,0,99.56,1.058861648,0.386948075
ExRow_3563,S36,Hartley and Thordarson 2013,EVZ,EVZ-I,Askja,Askja,Holuhraun_fissure,1862-1864,Holuhraun ,Askja,150,0,Fissure,64.826,-16.87553,Scoria,whole-rock,2,0,49.556,2.096,13.53,0,13.462,0,0.243,6.377,11.292,2.522,0.259,0.164,0,0,0,99.501,1.407327235,0.771179345
ExRow_3566,Not_reported_39,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.758,4.917,12.449,0,14.657,0,0.235,4.688,9.937,3.528,1.035,0.62,0,0,0,97.824,0.061142077,0.593984527
ExRow_3568,Not_reported_41,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.86,5.126,12.089,0,15.236,0,0.223,4.618,10.027,3.695,1.101,0.646,0,0,0,98.621,-0.261253949,0.114654647
ExRow_3569,Not_reported_42,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.875,5.195,12.115,0,15.283,0,0.24,4.603,10.055,3.484,1.055,0.652,0,0,0,98.557,-0.405947005,0.36686994
ExRow_3571,Not_reported_44,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.697,5.199,11.931,0,14.733,0,0.232,4.457,10.028,3.589,1.043,0.667,0,0,0,97.574,-1.441004744,0.439365169
ExRow_3572,Not_reported_45,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.593,4.875,12.4,0,14.241,0,0.224,4.797,10.01,3.582,1.003,0.607,0,0,0,97.332,-0.041102502,0.47212207
ExRow_3573,Not_reported_46,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,46.091,4.747,12.881,0,14.591,0,0.214,4.855,10.079,3.575,1.007,0.641,0,0,0,98.68,0.765242078,0.733931237
ExRow_3574,Not_reported_47,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.865,5.102,12.019,0,14.974,0,0.238,4.607,10.112,3.568,1.014,0.675,0,0,0,98.174,-0.855777999,0.337859008
ExRow_3575,Not_reported_48,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.924,4.995,12.335,0,14.563,0,0.216,4.701,10.182,3.424,1.044,0.635,0,0,0,98.018,-0.699588719,0.655394827
ExRow_3580,Not_reported_53,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.964,4.898,12.681,0,14.67,0,0.224,4.813,9.833,3.515,0.928,0.633,0,0,0,98.159,0.757407557,0.793722673
ExRow_3581,Not_reported_54,Thordarson_and_Hayward__unpublished,EVZ,EVZ-II,Eyjafjallajokull,Eyjafjallajokull,Eyjafjoll,Eyjafjoll 2010,Eyjafjoll 2010,Eyjafjoll 2010,10,0,0,0,0,transit_basalt,whole-rock,2,0,45.809,5.162,12.189,0,14.589,0,0.224,4.549,9.839,3.668,0.996,0.641,0,0,0,97.665,-0.715716709,0.5242117
